data_id,city_name,country_id,year,population,human_development_index,mobility_index,air_quality_index,energy_consumption_index,education_index,school_life_expectancy,healthcare_index,life_expectancy,income_inequality_index,employment_rate,governance_index,safety_index,internet_quality_index,city_development_index
C178_2018,Changshu,CHN,2018-2019,802628,53.51,68.03,60.33,52.47,52.82,8,53.28,53,54.42,50.77,58.05,44.31,63.89,55.84
C179_2018,Changwon,KOR,2018-2019,3372270,60.21,52.06,45.02,60.05,34.43,5,75.01,51,71.18,51.73,55.30,33.56,39.87,51.82
C180_2018,Changzhi,CHN,2018-2019,1389358,62.46,52.90,62.51,56.12,52.68,8,68.15,56,66.54,61.70,63.89,36.02,67.88,58.84
C181_2018,Changzhou,CHN,2018-2019,874187,60.88,41.03,48.43,66.63,44.97,7,58.27,56,79.40,45.50,49.58,61.24,60.06,55.51
C182_2018,Chaozhou,CHN,2018-2019,1215994,67.27,43.49,43.98,47.54,59.63,9,73.86,61,68.33,61.04,59.11,65.45,58.96,58.14
C183_2018,Charlotte,USA,2018-2019,798728,57.07,59.42,43.11,40.94,52.42,8,62.11,56,56.67,50.11,47.80,61.49,66.76,54.08
C184_2018,Chelyabinsk,RUS,2018-2019,8813478,58.55,55.43,61.90,71.21,51.22,8,58.92,54,65.51,38.55,47.94,40.30,52.57,54.36
C185_2018,Chengde,CHN,2018-2019,10455606,56.81,49.66,42.39,65.82,54.75,8,68.43,47,47.26,44.66,48.29,29.47,47.03,49.78
C186_2018,Chengdu,CHN,2018-2019,868975,71.94,57.99,49.86,64.72,79.00,12,72.95,64,63.88,79.40,61.69,69.11,61.68,66.03
C187_2018,Chennai,IND,2018-2019,688469,46.13,46.32,64.80,57.35,29.16,4,60.44,62,48.80,52.64,55.38,59.33,47.43,52.17
C188_2018,Chenzhou,CHN,2018-2019,1135386,59.30,51.27,40.98,62.08,75.04,11,55.14,51,47.72,54.61,63.32,56.71,33.01,53.99
C189_2018,Cherthala,IND,2018-2019,973781,49.76,44.90,59.46,66.84,61.64,9,41.71,52,45.92,52.97,59.71,54.34,42.99,53.05
C190_2018,Chiang Mai,THA,2018-2019,2700968,62.95,50.66,34.19,56.73,46.60,7,62.95,50,79.29,40.37,51.37,52.83,56.07,53.11
C191_2018,Chicago,USA,2018-2019,622806,39.78,34.78,34.16,28.40,37.33,6,51.61,37,30.39,63.36,41.46,26.58,65.37,41.34
C192_2018,Chiclayo,PER,2018-2019,1105417,50.05,46.21,54.19,41.16,59.26,9,42.70,55,48.18,60.40,51.70,68.47,47.51,51.98
C193_2018,Chifeng,CHN,2018-2019,1011954,59.70,53.63,52.40,54.40,51.31,8,61.13,51,66.65,48.13,51.68,38.81,44.72,52.29
C194_2018,Chihuahua,MEX,2018-2019,380981,43.14,52.23,46.42,58.34,20.38,3,50.76,51,58.28,61.35,55.46,54.87,28.91,48.70
C195_2018,Chimbote,PER,2018-2019,4815545,54.19,34.19,48.86,45.33,41.42,6,59.57,57,61.57,59.19,49.80,63.36,82.21,54.55
C196_2018,Chittagong,BGD,2018-2019,1360781,50.58,48.93,62.52,56.65,40.86,6,51.01,52,59.87,48.25,65.74,42.84,53.69,53.04
C197_2018,Chon Buri,THA,2018-2019,635948,53.80,34.82,52.65,59.55,36.94,6,66.03,56,58.44,66.04,55.77,48.15,48.69,52.71
C198_2018,Chongjin,PRK,2018-2019,14837823,54.15,66.05,59.83,67.84,39.43,6,60.12,55,62.89,58.00,53.39,43.59,44.98,55.61
C199_2018,Chongqing,CHN,2018-2019,367363,71.78,66.74,69.13,48.39,81.42,12,77.73,74,56.19,81.28,72.41,75.55,47.99,67.68
C200_2018,Christchurch,NZL,2018-2019,554840,55.65,34.94,37.64,67.32,52.59,8,44.28,43,70.09,50.17,62.34,47.77,37.19,50.43
C201_2018,Cimahi,IDN,2018-2019,314023,49.72,52.00,34.43,45.69,49.79,7,69.00,51,30.36,33.78,52.38,49.20,60.45,47.71
C202_2018,Ciudad del Este,PRY,2018-2019,883792,60.07,43.79,38.99,43.86,67.14,10,60.08,51,52.98,45.37,53.14,53.17,37.25,49.58
C203_2018,Ciudad Guayana,VEN,2018-2019,1479737,53.19,50.83,30.29,71.12,43.81,7,65.87,41,49.89,60.72,56.82,25.55,47.21,50.21
C204_2018,Ciudad Juarez,MEX,2018-2019,1479917,46.27,49.84,49.76,53.57,66.14,10,47.17,52,25.51,75.27,54.06,60.01,36.04,51.74
C205_2018,Cixi,CHN,2018-2019,1237383,52.64,53.39,43.12,53.56,38.31,6,54.57,46,65.04,31.14,52.04,39.60,57.69,48.85
C206_2018,Cochabamba,BOL,2018-2019,2640688,51.36,49.68,47.20,57.61,37.22,6,53.93,50,62.94,39.42,54.42,49.66,30.99,48.31
C207_2018,Coimbatore,IND,2018-2019,1096152,64.45,53.37,33.39,64.42,59.59,9,66.73,52,67.02,52.80,50.94,55.60,63.57,56.74
C208_2018,Cologne,DEU,2018-2019,891448,62.29,54.44,47.59,59.57,56.88,9,58.43,48,71.55,42.43,57.70,37.90,57.74,54.42
C209_2018,Columbus,USA,2018-2019,551019,51.31,29.69,77.29,57.89,54.81,8,47.51,60,51.60,57.69,47.85,54.33,36.42,51.51
C210_2018,Comilla,BGD,2018-2019,1843121,44.21,47.69,49.07,47.93,39.27,6,52.34,55,41.01,52.55,56.00,62.57,53.03,50.15
C211_2018,Conakry,GIN,2018-2019,857336,61.27,38.32,75.19,47.54,65.06,10,49.41,60,69.34,80.01,56.11,54.68,60.66,59.63
C212_2018,Concepcion,CHL,2018-2019,231995,57.78,42.14,54.50,54.15,45.63,7,63.42,58,64.30,63.46,54.00,54.75,55.28,55.16
C213_2018,Constanta,ROU,2018-2019,418000,51.89,46.73,43.10,42.92,34.77,5,45.22,51,75.67,41.66,56.30,64.10,51.46,50.19
C214_2018,Constantine,DZA,2018-2019,1320826,66.01,38.49,18.79,56.21,83.39,13,46.56,41,68.08,49.46,56.33,56.45,49.04,52.28
C215_2018,Copenhagen,DNK,2018-2019,1548176,68.80,46.93,45.90,23.79,75.41,11,68.63,58,62.35,74.18,62.47,59.97,70.26,58.99
C216_2018,Cordoba,ARG,2018-2019,644995,59.98,56.52,50.04,46.94,49.18,7,58.54,52,72.23,59.37,55.35,48.07,59.25,55.55
C217_2018,Cotonou,BEN,2018-2019,225812,60.88,45.06,39.72,54.09,60.98,9,65.07,50,56.58,46.32,61.84,44.41,66.27,54.03
C218_2018,Craiova,ROU,2018-2019,912569,54.35,51.93,55.54,54.79,55.28,8,57.30,59,50.47,44.20,56.17,64.77,62.16,55.26
C219_2018,Cucuta,COL,2018-2019,1043416,47.15,45.99,63.11,55.84,47.69,7,50.53,54,43.22,46.34,57.32,47.28,51.62,50.89
C220_2018,Cuernavaca,MEX,2018-2019,804467,55.90,48.03,55.71,40.09,47.32,7,52.78,53,67.60,81.55,50.09,51.54,56.57,55.13
C221_2018,Culiacan,MEX,2018-2019,3579073,58.31,43.09,14.98,30.87,56.33,8,57.03,42,61.58,46.75,49.01,54.12,77.22,49.10
C222_2018,Curitiba,BRA,2018-2019,453018,51.12,47.99,44.05,39.95,41.82,6,55.92,52,55.61,51.78,49.76,54.91,57.59,49.94
C223_2018,Cusco,PER,2018-2019,725123,57.57,47.59,50.91,68.54,51.43,8,58.93,54,62.34,55.48,51.57,51.02,65.60,56.34
C224_2018,Cuttack,IND,2018-2019,1064451,45.34,50.82,37.57,38.33,57.42,9,48.25,46,30.34,63.66,50.83,51.19,54.05,48.25
C225_2018,Da Nang,VNM,2018-2019,2221234,54.96,51.63,61.36,42.33,57.74,9,54.96,55,52.17,45.38,47.47,49.94,48.02,51.10
C226_2018,Daegu,KOR,2018-2019,1558244,46.96,44.12,55.80,39.26,32.26,5,56.92,59,51.70,68.52,57.67,64.94,32.36,50.36
C227_2018,Daejon,KOR,2018-2019,2978419,60.95,51.43,53.93,40.50,55.56,8,64.55,55,62.75,77.75,54.93,45.62,59.04,56.61
C228_2018,Dakar,SEN,2018-2019,5300374,58.55,54.80,65.38,52.28,51.32,8,60.25,55,64.09,63.69,49.23,38.94,59.19,55.92
C229_2018,Dalian,CHN,2018-2019,1341692,53.74,68.29,64.36,45.26,46.36,7,48.53,55,66.34,62.48,56.40,52.93,54.44,56.54
C230_2018,Dallas,USA,2018-2019,2319545,54.75,53.04,41.00,65.37,41.31,6,56.69,50,66.25,46.13,55.21,51.42,53.14,52.96
C231_2018,Damascus,SYR,2018-2019,854197,60.39,61.53,53.57,69.83,44.92,7,57.42,55,78.82,55.35,63.67,54.40,57.23,59.67
C232_2018,Dandong,CHN,2018-2019,668109,63.80,47.38,47.50,52.32,57.05,9,61.83,57,72.51,43.99,52.99,60.97,59.83,55.64
C233_2018,Danyang,CHN,2018-2019,1762728,53.19,58.83,41.02,46.56,63.59,10,53.12,51,42.87,40.34,55.36,58.19,59.53,51.94
C234_2018,Daqing,CHN,2018-2019,6047600,53.90,46.92,45.36,55.99,47.47,7,64.08,55,50.16,63.64,56.26,56.89,61.94,54.87
C235_2018,Dar Es Salaam,TZA,2018-2019,710357,54.42,48.80,63.22,40.14,62.11,9,49.12,56,52.03,52.97,50.85,55.80,51.59,52.66
C236_2018,Dasmarinas,PHL,2018-2019,1658809,48.00,49.48,45.39,67.70,51.43,8,67.15,62,25.42,59.30,51.15,72.29,54.27,54.36
C237_2018,Datong,CHN,2018-2019,1744980,63.17,63.95,53.13,49.70,59.94,9,52.79,56,76.78,40.91,55.24,62.89,46.52,56.19
C238_2018,Davao,PHL,2018-2019,635634,58.47,54.55,43.33,60.31,64.86,10,60.17,47,50.38,63.11,48.50,37.36,53.33,53.59
C239_2018,Dazhou,CHN,2018-2019,871182,60.76,61.16,51.91,75.76,58.04,9,70.71,55,53.54,45.26,59.10,42.94,47.15,56.56
C240_2018,Dehradun,IND,2018-2019,28513682,41.94,38.60,38.79,43.20,55.36,8,50.91,44,19.54,69.48,61.54,41.44,40.19,45.91
C241_2018,Delhi,IND,2018-2019,611543,65.76,49.63,21.20,16.21,68.90,10,68.69,45,59.69,68.97,68.06,45.14,22.70,48.92
C242_2018,Dengzhou,CHN,2018-2019,944292,55.09,53.96,55.49,50.85,51.68,8,52.98,54,60.60,64.87,53.52,52.71,52.79,54.95
C243_2018,Denpasar,IDN,2018-2019,2763502,54.67,43.16,44.27,47.46,57.20,9,52.91,47,53.89,46.64,56.53,45.21,48.51,49.58
C244_2018,Denver,USA,2018-2019,2503253,65.75,39.55,29.92,47.41,63.66,10,61.79,46,71.80,73.50,54.41,47.68,43.90,53.36
C245_2018,Depok,IDN,2018-2019,799390,56.99,56.12,49.27,43.55,37.06,6,64.70,56,69.20,53.24,53.10,54.55,50.34,53.11
C246_2018,Deyang,CHN,2018-2019,919312,50.09,47.60,61.32,53.51,49.05,7,64.10,62,37.11,66.23,43.17,59.24,66.67,54.80
C247_2018,Dezhou,CHN,2018-2019,19578421,62.38,58.26,50.29,49.53,54.49,8,63.55,58,69.11,43.83,49.55,59.81,58.04,55.65
C248_2018,Dhaka,BGD,2018-2019,1302299,62.59,64.65,40.85,4.93,63.00,9,59.58,54,65.20,61.79,52.72,63.00,14.67,49.04
C249_2018,Dhanbad,IND,2018-2019,998588,58.19,51.71,53.44,31.69,55.30,8,54.58,52,64.69,45.73,64.62,47.57,56.16,52.55
C250_2018,Diyarbakir,TUR,2018-2019,969053,56.17,69.51,48.82,53.71,47.85,7,54.23,51,66.43,47.02,58.04,48.54,57.53,55.17
C251_2018,Dnipro,UKR,2018-2019,631001,40.02,51.68,39.41,40.72,31.52,5,56.42,51,32.12,66.87,53.67,57.54,57.79,48.77
C252_2018,Doha,QAT,2018-2019,918606,68.52,72.11,65.17,60.93,70.63,11,87.34,78,47.58,46.81,66.38,80.65,18.49,61.61
C253_2018,Donetsk,UKR,2018-2019,7360496,59.46,54.33,47.82,37.68,48.28,7,48.97,53,81.13,46.07,67.87,62.92,57.22,55.23
C254_2018,Dongguan,CHN,2018-2019,634037,57.96,37.73,54.93,57.67,51.72,8,57.11,55,65.05,78.03,55.84,52.50,45.67,55.63
C255_2018,Dongtai,CHN,2018-2019,1204880,61.34,52.76,54.72,46.01,50.33,8,64.33,58,69.37,55.05,47.26,56.08,62.08,55.80
C256_2018,Dongying,CHN,2018-2019,589858,41.23,60.89,69.96,62.93,39.08,6,52.00,59,32.60,50.12,44.36,55.66,68.47,53.61
C257_2018,Dortmund,DEU,2018-2019,3412103,71.36,60.32,45.16,42.87,66.49,10,67.12,57,80.46,53.93,51.10,59.84,51.37,57.87
C258_2018,Douala,CMR,2018-2019,2785376,51.71,52.00,49.15,46.93,35.47,5,62.16,55,57.50,63.77,49.84,53.79,54.03,52.46
C259_2018,Dubai,ARE,2018-2019,1201426,81.70,66.39,59.92,25.61,82.37,12,83.38,75,79.34,71.63,73.21,82.92,30.04,65.48
C260_2018,Dublin,IRL,2018-2019,3133729,50.30,36.88,48.61,42.85,63.75,10,54.26,47,32.90,70.14,49.55,37.22,70.91,50.71
C261_2018,Durban,ZAF,2018-2019,1176810,56.86,40.53,57.55,51.61,50.51,8,63.64,60,56.43,50.26,59.00,57.76,45.33,53.26
C262_2018,Durg Bhilainagar,IND,2018-2019,872653,42.32,44.45,45.42,56.42,41.86,6,52.04,48,33.07,48.59,60.50,45.86,80.79,50.90
C263_2018,Dushanbe,TJK,2018-2019,634105,68.03,54.42,61.29,38.86,66.37,10,57.61,60,80.11,60.19,55.64,60.75,79.25,61.45
C264_2018,Dusseldorf,DEU,2018-2019,593573,63.09,49.19,42.68,49.73,67.62,10,75.83,59,45.83,67.48,59.55,59.89,63.77,58.16
C265_2018,East Jerusalem,PSE,2018-2019,396351,42.55,34.15,32.89,59.54,35.18,5,56.27,48,36.21,50.06,62.69,55.83,64.24,48.71
C266_2018,East London,ZAF,2018-2019,1397424,58.45,51.81,39.05,53.40,48.72,7,54.85,43,71.78,68.27,45.97,36.39,21.34,49.16
C267_2018,Edmonton,CAN,2018-2019,3741476,60.38,47.69,31.61,55.81,45.16,7,61.66,46,74.31,74.88,50.47,45.13,53.45,54.02
C268_2018,Ekurhuleni,ZAF,2018-2019,715066,64.73,51.63,62.59,63.86,54.59,8,56.25,57,83.34,48.22,57.83,53.40,64.30,59.60
C269_2018,Enugu,NGA,2018-2019,821302,49.47,48.54,45.26,52.14,43.46,7,53.25,50,51.70,60.65,56.31,52.36,68.64,53.23
C270_2018,Erbil,IRQ,2018-2019,658766,53.94,51.92,41.73,61.13,61.01,9,45.83,47,54.97,58.89,56.84,52.57,61.15,54.60
C271_2018,Erduosi Ordoss,CHN,2018-2019,2040574,55.99,42.15,55.08,51.09,59.65,9,66.70,55,41.61,61.47,50.41,43.24,51.94,52.33
C272_2018,Esfahan,IRN,2018-2019,746789,51.38,41.80,79.21,60.86,46.33,7,61.54,71,46.26,46.13,52.75,73.00,45.97,55.39
C273_2018,Eskisehir,TUR,2018-2019,577522,51.75,60.86,50.75,42.94,25.99,4,58.99,60,70.27,63.04,62.05,69.27,69.19,57.34
C274_2018,Essen,DEU,2018-2019,3310750,59.28,42.55,53.23,63.68,71.61,11,46.88,50,59.35,53.15,58.20,50.05,47.37,54.61
C275_2018,Faisalabad,PAK,2018-2019,1183927,46.41,50.21,46.36,66.74,45.68,7,51.04,56,42.52,36.13,55.48,69.39,49.58,51.31
C276_2018,Fes,MAR,2018-2019,771642,65.57,54.47,55.12,68.50,57.59,9,61.00,55,78.12,39.46,54.64,50.28,38.21,55.74
C277_2018,Firozabad,IND,2018-2019,697132,34.96,43.61,52.39,53.93,32.28,5,48.15,50,24.45,67.13,56.70,48.59,67.93,49.52
C278_2018,Florence,ITA,2018-2019,1197055,52.25,59.50,49.42,57.91,41.08,6,60.38,52,55.28,45.03,55.39,45.70,42.05,51.17
C279_2018,Florianopolis,BRA,2018-2019,892615,56.70,65.62,43.12,47.19,48.71,7,56.82,49,64.58,39.37,55.51,45.81,49.00,51.57
C280_2018,Fort Worth,USA,2018-2019,3977336,56.44,46.26,59.04,45.35,52.58,8,63.31,55,53.44,41.56,43.46,42.10,61.97,50.91
C281_2018,Fortaleza,BRA,2018-2019,7195585,57.98,43.07,61.72,42.11,58.43,9,62.55,62,52.97,55.15,55.65,61.08,50.46,54.32
C282_2018,Foshan,CHN,2018-2019,759657,71.56,48.61,48.00,58.87,78.70,12,62.84,51,73.13,50.67,57.85,43.42,33.05,55.51
C283_2018,Frankfurt,DEU,2018-2019,1135949,54.07,59.57,63.52,47.43,48.55,7,58.01,56,55.66,60.62,56.64,47.10,57.34,55.44
C284_2018,Freetown,SLE,2018-2019,5550683,56.01,39.50,67.77,27.20,56.87,9,45.82,48,65.35,47.37,56.96,30.61,57.61,49.51
C285_2018,Fukuoka,JPN,2018-2019,1288180,55.16,59.48,44.64,25.26,56.72,9,59.17,49,49.59,41.23,53.84,44.57,45.68,48.02
C286_2018,Fushun Liaoning,CHN,2018-2019,818863,69.88,45.47,44.30,49.58,66.51,10,70.03,56,73.11,55.88,68.40,52.90,49.55,57.57
C287_2018,Fuxin,CHN,2018-2019,977886,63.88,52.06,63.35,47.21,65.06,10,59.92,55,66.67,39.81,54.05,42.45,30.47,52.11
C288_2018,Fuyang,CHN,2018-2019,3532120,56.12,41.09,56.28,46.49,45.71,7,60.31,59,62.35,70.00,50.39,61.06,67.60,56.13
C289_2018,Fuzhou Fujian,CHN,2018-2019,910434,55.27,46.96,54.94,35.53,53.04,8,58.39,49,54.38,57.83,57.44,34.76,66.96,52.02
C290_2018,Fuzhou Jiangxi,CHN,2018-2019,344005,48.12,53.87,59.13,63.25,38.52,6,52.56,53,53.28,75.62,57.06,47.22,60.97,56.15
C291_2018,Ganja,AZE,2018-2019,1157936,55.63,44.40,57.94,49.17,66.51,10,65.87,59,34.50,47.57,53.83,52.87,45.91,51.86
C292_2018,Ganzhou,CHN,2018-2019,657351,50.27,53.12,47.12,43.96,52.25,8,57.27,51,41.28,60.69,52.61,49.21,59.67,51.72
C293_2018,Gaomi,CHN,2018-2019,1531769,49.24,54.73,35.32,42.52,39.57,6,60.49,49,47.67,47.98,50.52,51.41,60.34,49.06
C294_2018,Gaoxiong,TWN,2018-2019,322449,54.86,51.43,41.03,50.63,48.65,7,58.57,53,57.36,56.12,51.68,58.71,64.19,53.84
C295_2018,Garoua,CMR,2018-2019,673638,52.73,63.58,50.71,43.33,35.55,5,69.05,64,53.59,38.44,48.64,73.23,53.10,52.92
C296_2018,Gaza,PSE,2018-2019,1631568,49.88,63.20,39.91,56.16,39.08,6,45.51,45,65.05,55.81,49.55,50.99,76.12,54.14
C297_2018,Gaziantep,TUR,2018-2019,457856,60.59,57.44,23.26,48.80,67.94,10,65.64,44,48.19,37.89,51.46,42.72,60.63,50.40
C298_2018,Gdansk,POL,2018-2019,692459,54.17,49.52,66.69,66.45,47.07,7,59.74,59,55.69,41.71,52.79,49.12,27.73,51.65
C299_2018,Gebze,TUR,2018-2019,202064,52.94,48.29,35.53,45.81,43.01,6,60.04,52,55.76,79.02,59.30,61.19,52.23,54.02
C300_2018,Geneva,CHE,2018-2019,568816,67.01,51.36,50.41,55.25,84.82,13,77.14,65,39.07,68.43,63.52,68.56,29.88,58.84
C301_2018,Genoa,ITA,2018-2019,2272486,60.60,52.89,54.87,52.56,45.44,7,49.47,52,86.88,65.33,54.39,52.44,55.83,57.01
C302_2018,Giza,EGY,2018-2019,1660581,51.50,58.40,45.84,59.46,52.72,8,55.29,51,46.49,63.56,52.45,52.46,38.17,52.48
C303_2018,Glasgow,GBR,2018-2019,2564870,60.20,41.53,36.86,27.78,69.56,10,60.74,47,50.31,65.00,46.89,43.27,58.97,50.09
C304_2018,Goiania,BRA,2018-2019,565547,60.82,61.65,52.03,39.77,53.17,8,61.77,54,67.52,76.19,59.43,47.39,58.46,57.74
C305_2018,Goma,COD,2018-2019,555018,63.74,38.64,60.76,45.84,60.89,9,70.54,63,59.80,42.54,56.16,58.76,49.61,54.35
C306_2018,Gomel,BLR,2018-2019,744700,58.57,57.65,43.05,62.04,43.85,7,58.81,48,73.06,73.98,53.25,42.50,55.01,56.32
C307_2018,Gorakhpur,IND,2018-2019,596923,66.85,46.82,35.14,53.88,64.41,10,65.54,51,70.60,41.59,62.23,50.97,41.27,53.25
C308_2018,Gothenburg,SWE,2018-2019,1038628,62.11,44.38,50.81,44.57,59.89,9,59.35,52,67.09,64.63,52.85,44.44,51.50,53.95
C309_2018,Goyang,KOR,2018-2019,1460193,55.04,43.48,38.81,52.95,59.82,9,45.68,51,59.63,29.49,56.05,67.03,54.39,50.73
C310_2018,Grande Sao Luis,BRA,2018-2019,2003064,64.70,60.18,47.51,40.73,84.04,13,60.22,54,49.84,51.05,56.03,55.47,71.27,57.63
C311_2018,Grande Vitoria,BRA,2018-2019,5022674,64.78,58.50,72.11,53.45,54.62,8,58.05,57,81.68,49.19,52.91,41.41,66.66,58.86
C312_2018,Guadalajara,MEX,2018-2019,12638305,64.86,42.15,49.04,46.88,53.53,8,66.33,54,74.73,45.84,58.57,46.19,62.02,54.53
C313_2018,Guangzhou,CHN,2018-2019,2851104,68.60,47.64,45.28,44.53,80.97,12,76.02,61,48.82,80.83,62.33,61.94,37.49,58.59
C314_2018,Guatemala,GTM,2018-2019,2898796,27.42,18.92,27.71,56.57,9.29,1,22.76,20,50.22,47.62,19.71,8.06,61.66,32.25
C315_2018,Guayaquil,ECU,2018-2019,838136,53.84,49.45,53.22,40.57,46.12,7,50.45,54,64.94,49.90,58.83,57.20,38.86,50.95
C316_2018,Guigang,CHN,2018-2019,1095991,39.48,45.74,57.36,62.13,42.75,6,51.01,55,24.67,55.78,58.37,56.74,50.31,50.49
C317_2018,Guilin,CHN,2018-2019,796972,60.17,64.18,31.92,59.96,58.78,9,64.52,44,57.21,55.54,48.59,36.57,41.15,51.84
C318_2018,Guiping,CHN,2018-2019,3136174,61.15,52.25,53.80,48.69,69.70,10,58.22,50,55.54,57.92,60.48,38.58,59.79,55.50
C319_2018,Guiyang,CHN,2018-2019,2109839,53.47,61.11,46.13,43.27,48.17,7,62.98,55,49.26,73.66,51.96,55.16,69.88,56.16
C320_2018,Gujranwala,PAK,2018-2019,813387,63.84,59.31,35.94,41.43,60.11,9,75.43,53,55.99,71.60,57.42,47.57,50.73,55.55
C321_2018,Guntur,IND,2018-2019,1083352,51.85,56.97,60.10,45.09,61.80,9,51.66,54,42.08,60.29,58.16,51.13,49.44,53.67
C322_2018,Guwahati,IND,2018-2019,1317393,56.61,39.68,44.50,48.96,49.03,7,53.82,48,66.97,45.01,50.87,45.12,70.72,51.47
C323_2018,Gwalior,IND,2018-2019,1517558,53.69,52.79,37.00,55.89,54.05,8,56.35,49,50.66,51.66,56.15,53.46,45.30,51.33
C324_2018,Gwangju,KOR,2018-2019,580934,55.08,54.65,65.12,56.82,69.75,10,53.30,52,42.19,49.70,60.47,38.64,65.80,55.64
C325_2018,Haerbin,CHN,2018-2019,6115297,55.68,44.56,54.15,24.29,40.71,6,50.76,49,75.58,43.32,63.95,41.64,69.64,50.86
C326_2018,Hai Phong,VNM,2018-2019,1219352,59.02,47.31,55.12,53.24,45.93,7,55.98,56,75.15,67.66,55.66,56.14,49.09,56.13
C327_2018,Haicheng,CHN,2018-2019,761679,55.50,39.77,44.16,32.91,44.84,7,53.69,54,67.96,44.48,57.74,63.89,48.90,49.83
C328_2018,Haifa,ISR,2018-2019,1134843,59.17,51.64,33.79,62.66,59.07,9,58.31,48,60.12,52.86,55.70,50.53,56.37,54.11
C329_2018,Haikou,CHN,2018-2019,1805433,54.81,46.24,31.04,53.36,30.90,5,66.41,47,67.12,52.78,53.20,42.30,51.42,49.48
C330_2018,Hamah,SYR,2018-2019,893572,61.52,58.30,51.97,60.46,41.30,6,66.38,57,76.88,62.81,52.51,52.09,53.85,57.66
C331_2018,Hamamatsu,JPN,2018-2019,781299,57.54,56.69,47.13,40.25,58.10,9,53.04,50,61.48,48.34,56.36,50.69,52.04,52.41
C332_2018,Hamburg,DEU,2018-2019,1792904,67.53,48.03,44.96,44.72,70.41,11,76.71,60,55.47,66.25,62.77,57.67,50.01,57.70
C333_2018,Hamhung,PRK,2018-2019,552756,51.23,60.12,55.11,46.58,46.36,7,56.05,49,51.27,52.80,48.38,34.74,44.79,49.62
C334_2018,Hamilton,CAN,2018-2019,759203,62.74,27.41,53.95,44.50,46.75,7,52.89,55,88.59,63.28,54.46,56.79,54.43,54.31
C335_2018,Hanchuan,CHN,2018-2019,657147,42.93,53.53,61.94,60.62,34.85,5,59.64,58,34.31,33.01,49.88,50.99,61.45,50.02
C336_2018,Handan,CHN,2018-2019,2528083,59.21,42.22,38.50,45.69,53.97,8,64.06,53,59.59,59.06,58.41,55.38,44.92,52.18
C337_2018,Hangzhou,CHN,2018-2019,7235803,71.34,58.06,51.09,52.46,73.50,11,76.32,67,64.19,80.74,66.56,73.22,37.94,63.41
C338_2018,Hanoi,VNM,2018-2019,4282738,74.67,39.35,38.11,48.54,80.33,12,69.86,62,73.81,74.32,62.43,78.14,51.29,61.62
C339_2018,Hanover,DEU,2018-2019,527326,67.30,53.05,50.00,55.87,66.80,10,72.45,61,62.65,60.16,50.68,59.62,55.02,58.63
C340_2018,Harare,ZWE,2018-2019,1515016,59.39,44.83,41.23,52.56,49.71,7,54.26,49,74.20,59.10,54.33,52.98,57.46,54.07
C341_2018,Hargeysa,SOM,2018-2019,904793,58.07,59.90,42.36,61.80,51.52,8,65.17,53,57.53,71.34,52.17,51.21,58.69,57.17
C342_2018,Havana,CUB,2018-2019,2136468,54.12,35.76,53.22,49.89,68.43,10,48.62,56,45.32,46.04,45.36,65.92,64.56,52.31
C343_2018,Hefei,CHN,2018-2019,3979854,52.66,48.80,50.11,68.38,58.82,9,65.31,57,33.86,54.49,54.16,54.87,44.02,53.28
C344_2018,Helsinki,FIN,2018-2019,1279096,74.70,67.08,53.58,50.01,81.40,12,70.34,64,72.36,69.15,60.57,67.91,51.25,64.37
C345_2018,Hengshui,CHN,2018-2019,785284,66.99,51.71,47.67,44.55,85.81,13,58.41,56,56.75,45.54,64.98,61.34,89.98,60.67
C346_2018,Hengyang,CHN,2018-2019,1432895,57.89,70.69,42.94,47.80,68.72,10,62.54,51,42.41,61.20,60.57,46.59,56.05,55.95
C347_2018,Hermosillo,MEX,2018-2019,835625,57.63,55.47,46.11,44.43,58.20,9,49.40,52,65.30,57.78,54.47,59.40,73.21,56.38
C348_2018,Heze,CHN,2018-2019,779065,54.94,43.39,43.85,41.21,46.26,7,55.84,52,62.73,40.24,57.59,57.71,47.68,49.65
C349_2018,Hiroshima,JPN,2018-2019,2095219,59.30,53.85,58.56,41.33,43.48,7,58.90,54,75.51,42.51,54.67,44.90,63.16,53.69
C350_2018,Ho Chi Minh,VNM,2018-2019,8145361,72.82,43.09,38.48,49.26,81.84,12,73.35,60,63.26,83.47,65.25,66.80,72.17,63.70
C351_2018,Hohhot,CHN,2018-2019,2008708,56.15,42.92,65.46,52.26,43.49,7,49.13,53,75.83,45.14,46.73,45.74,48.22,51.49
C352_2018,Holguin,CUB,2018-2019,1002010,50.52,48.75,43.58,50.37,32.17,5,53.27,51,66.11,50.34,55.35,56.20,58.96,51.51
C353_2018,Homs,SYR,2018-2019,1295317,55.93,47.41,46.77,56.97,47.91,7,59.28,50,60.60,60.40,52.41,42.54,58.74,53.30
C354_2018,Hong Kong,HKG,2018-2019,561585,40.26,35.42,29.30,25.86,55.78,8,47.36,44,17.63,65.99,47.08,56.45,44.06,42.49
C355_2018,Houston,USA,2018-2019,7428887,58.68,40.80,23.98,50.62,56.88,9,55.86,43,63.30,45.22,53.16,49.41,55.96,49.52
C356_2018,Hrodna,BLR,2018-2019,2314478,56.76,40.55,50.46,63.72,48.21,7,54.63,51,67.43,60.90,59.85,46.61,65.07,55.74
